,0
0,0.15610708828267378
1,0.0353031149825694
2,0.025573855623551765
3,0.2515062663335039
4,0.10694066670982068
5,0.09319870359111973
6,0.3036739336600753
7,0.07454430370088204
8,0.11230008601285042
9,0.4010977038983867
10,0.11861694448698182
11,0.05272859151998155
12,0.11053650322320396
13,0.022928763729994646
14,0.07309344401235948
15,0.13101836244005724
16,0.03517915696136506
17,0.22756130883244816
18,0.08537117765546716
19,0.3694313259708644
20,0.18921794885573368
21,0.2006712682516315
22,0.05722608876609429
23,0.1240307237305225
24,0.0617780443531014
25,0.5688400558899164
26,0.06288377495642376
27,0.0473002935227247
28,0.21043158805612694
29,0.3000959968605485
30,0.04401136267560136
31,0.20302878471705083
32,0.04168001924722994
33,0.040951838976202984
34,0.08581255424020019
35,0.06471327958350764
36,0.6468176521080138
37,0.07875071447060983
38,0.40596610215943674
39,0.161381862266651
40,0.10991716251159288
41,0.132727754837494
42,0.3671311453132255
43,0.05608465330742491
44,0.06535088737220178
45,0.1044114435208045
46,0.25117728086622376
47,0.04137354543102901
48,0.043135561747061936
49,0.05309965511653564
50,0.0970268092405084
51,0.092858252236574
52,0.10674054025346305
53,0.24096025218663641
54,0.35679564738232106
55,0.15374209168286473
56,0.36041219881253855
57,0.047442878534844427
58,0.06436066602308567
59,0.04823845945749248
60,0.26565907512458103
61,0.05445397249566472
62,0.02863237827096248
63,0.07092410561748719
64,0.2775331209056019
65,0.4631127667295161
66,0.11872372511287733
67,0.2408724716149045
68,0.23275007949871257
69,0.04547720012753944
70,0.16973489666348204
71,0.391860572813381
72,0.048745035023420064
73,0.044192322062436874
74,0.06355844330469938
75,0.025292647178116228
76,0.010142134201049872
77,0.32790894278460325
78,0.024219405850172772
79,0.14495125932376438
80,0.7380078167322505
81,0.2758459352352831
82,0.16992532353201917
83,0.2778172121094119
84,0.043125099991130844
85,0.0731061150198948
86,0.10995614404976416
87,0.031680460487802764
88,0.09574921851420189
89,0.05278846388651745
90,0.12461774167906353
91,0.026533292081054087
92,0.3449990311137269
93,0.03813721049138315
94,0.0421844979328106
95,0.2013538481008123
96,0.6269151493256957
97,0.0971631844992373
98,0.05288337810474417
99,0.037438813657923495
100,0.3288292745172982
101,0.15919649414657217
102,0.03761419228359831
103,0.4099979321945181
104,0.5492013284953883
105,0.057781171739838245
106,0.04946977272591896
107,0.066343910097328
108,0.29338334175084624
109,0.050929368490369074
110,0.11950089062483482
111,0.2924678998345547
112,0.17007381772022767
113,0.19354714560271102
114,0.2320093804000278
115,0.025207424359801365
116,0.036339877111592755
117,0.06754272871181581
118,0.5809848283112986
119,0.08254039709297567
120,0.11271909935641355
121,0.1354129778920638
122,0.3920963707046702
123,0.057310075299754064
124,0.029297256735152072
125,0.050133494753706535
126,0.04595976486886529
127,0.039769801477336476
128,0.04772023174636601
129,0.034984714004652064
130,0.12039576747837358
131,0.04022049405698273
132,0.0816357336294747
133,0.06728612616873451
134,0.04108357344402597
135,0.12655292523240566
136,0.06394847509638166
137,0.06277096707358426
138,0.34401236411347913
139,0.5744510811747886
140,0.048961634808494504
141,0.06985272869040057
142,0.04812088293300789
143,0.04230260327175709
144,0.356618430828663
145,0.04547720012753944
146,0.09100784219627928
147,0.27202360951228066
148,0.031653693559576916
149,0.20937735458208465
150,0.049873022569478974
151,0.04206777906590354
152,0.036216180999738085
153,0.48460585120817634
154,0.26338582695858165
155,0.05497070213684261
156,0.0769617445668441
157,0.03814727610735142
158,0.07724719703828299
159,0.08581255424020019
160,0.10097998565580464
161,0.07897084219825061
162,0.040453067630859124
163,0.1677428037961981
164,0.32008835632549903
165,0.31753361276405284
166,0.029671156786729515
167,0.025227379611156977
168,0.04862513845908684
169,0.10059069808960774
170,0.29360284901167194
171,0.0818007782890195
172,0.03542684439518387
173,0.050859661515412324
174,0.13697917403036516
175,0.4090559172683633
176,0.041793801290495404
177,0.09023296305811862
178,0.03988304609252852
179,0.49590621099079807
180,0.027107845487217397
181,0.038796879753486585
182,0.04274848894346286
183,0.055558336644671615
184,0.039903905657472316
185,0.011610878994146227
186,0.5460701035596417
187,0.14323964300855851
188,0.05482643403617686
189,0.04260403264357227
190,0.08510429391229525
191,0.3910476946382365
192,0.048359010828667816
193,0.0487377515538811
194,0.1522817137360673
195,0.020354057409965768
196,0.06415324437292254
197,0.054411622595386705
198,0.10216920170445311
199,0.21819074510666286
200,0.11437881305125616
201,0.041742430030660055
202,0.0586218027931814
203,0.47086038035671507
204,0.061856645964703756
205,0.10477299213433892
206,0.4998664465126646
207,0.41547043956329754
208,0.0588542246633549
209,0.06393339158796144
210,0.03554221650398803
211,0.05792154463833333
212,0.08580804544870846
213,0.048750212399655296
214,0.06988812483901334
215,0.03586997129601174
216,0.035200490411101175
217,0.09061661247935843
218,0.08151962721742367
219,0.3093599929449266
220,0.2758459352352831
221,0.08824737595780183
222,0.053886325065327374
223,0.3111877331315898
224,0.2495440387716688
225,0.06744241597760577
226,0.046659924134351036
227,0.037891251671930075
228,0.058859256546968296
229,0.019972588492189823
230,0.04137354543102901
231,0.010052889781199347
232,0.06209098231780714
233,0.05597970071534282
234,0.0377930594350426
235,0.14807618949065143
236,0.03833405476749673
237,0.09121246047740438
238,0.06994926585156166
239,0.0747697669324869
240,0.036994236070655225
241,0.4812218714453243
242,0.01778827902594897
243,0.18014005685996712
244,0.0683947436343805
245,0.12110959715647382
246,0.12114699263399989
247,0.12357332836033358
248,0.049279317059149175
249,0.09186020846574394
250,0.07419420938445483
251,0.04383168022835294
252,0.5500926959988807
253,0.026833742502837
254,0.03266683299912218
255,0.4355715067912482
256,0.0980235326924607
257,0.1642225814474986
258,0.03409735459991675
259,0.48430356226112314
260,0.026454631023128485
261,0.07867996268142222
262,0.028854613120438775
263,0.13683484293421583
264,0.16459029988234516
265,0.05695389936007822
266,0.3295308226918263
267,0.08212601512305112
268,0.11527859584907753
269,0.030392223769481946
270,0.013375867013861745
271,0.043045109646581654
272,0.199493589747783
273,0.03203946857233088
274,0.06455423360993308
275,0.25889558396943874
276,0.6256885700986561
277,0.02572162337367831
278,0.06583176353291888
279,0.18170654705003741
280,0.09210267117313321
281,0.14500472997744115
282,0.08444647790528574
283,0.16927867272180494
284,0.06544521862013972
285,0.1524180195031609
286,0.03872393026245296
287,0.08765944244149572
288,0.08909305159313828
289,0.08697481082903769
290,0.03567294422447667
291,0.09858261043605267
292,0.46239371578188093
293,0.07327440184999752
294,0.08126836836940327
295,0.05808257012393418
296,0.2828869570540261
297,0.051141535314692205
298,0.08824737595780183
299,0.14274131769977266
300,0.07947637504271059
301,0.09638494792325626
302,0.2783525495887072
303,0.03335572293734936
304,0.08021180764607441
305,0.06652261011924743
306,0.07609323231585588
307,0.12229485771639675
308,0.0402879240703857
309,0.4823656467151498
310,0.10222593331550327
311,0.048516265136580444
312,0.06510261854622855
313,0.10313976113960728
314,0.08317000944480131
315,0.20061931083613024
316,0.14408665006328228
317,0.041199304144586314
318,0.07527542032516146
319,0.03302668394271455
320,0.4201212792454364
321,0.3466699090488738
322,0.036321426163226825
323,0.4206990683167502
324,0.054366287836321
325,0.3449990311137269
326,0.03771486215997002
327,0.04735699504376297
328,0.03819026970099892
329,0.04355086221809509
330,0.03548914894411829
331,0.027068573896504737
332,0.4665895130060902
333,0.07170866801868164
334,0.19641494700544898
335,0.0363190519709843
336,0.036436192443298036
337,0.23260821470147588
338,0.27190200170186846
339,0.03114111071224909
340,0.09582436408717789
341,0.11074644524831387
342,0.15202933095998278
343,0.04583912052417969
344,0.06627121730744706
345,0.037891251671930075
346,0.4537302206465417
347,0.09792184114655544
348,0.054985215362945004
349,0.19231276154355814
350,0.04077252478991326
351,0.06132763653404197
352,0.37479254333606543
353,0.45385923516754256
354,0.16190107278299654
355,0.16564808067140813
356,0.5766589493081696
357,0.05516545326032984
358,0.08668560050962107
359,0.07495875287622719
360,0.018269549841489964
361,0.022497566932644746
362,0.0586604225714303
363,0.07448104901338846
364,0.09865910936404372
365,0.48259896428501925
366,0.09248457406554085
367,0.0594657784000998
368,0.014006689441253672
369,0.07027716050352395
370,0.08176629553425041
371,0.060939455682202985
372,0.16818106655404177
373,0.0809356546311925
374,0.37213281893771166
375,0.04384398050802278
376,0.028044835627008824
377,0.1565154065901326
378,0.02330767023289662
379,0.03956091260356124
380,0.0715437018487584
381,0.06413725914302215
382,0.5630922876548621
383,0.058981353534046675
384,0.10199112196952728
385,0.4793132344247689
386,0.08863396192941088
387,0.07363833061564674
388,0.03516492961907371
389,0.0854938897038101
390,0.0790375583591837
391,0.11081460556571344
392,0.10296864840739528
393,0.026074085773071576
394,0.10551290666982795
395,0.03988304609252852
396,0.100130038001233
397,0.0540069955685369
398,0.18817575271249565
399,0.07745647047762151
400,0.5817845230384252
401,0.03559135762253599
402,0.01034621575966395
403,0.377586368617759
404,0.0481809891043778
405,0.022257472593078836
406,0.12511279750585103
407,0.05067233926906777
